,Label,Pyruvate,MethylSuccinate,Phosphoglyceric Acid,Glucose 1-phosphate,Malonic Acid,Fumaric Acid,Alpha-Ketoglutaric Acid,Sarcosine,Cadaverine,5-Aminovaleric Acid,Pipecolate,Tyramine,1-Methylhistidine,isoValeric Acid,2-Hydroxyisovaleric Acid,3-Methyl-2-Oxovaleric Acid,2-Aminoisobutyric acid,Creatinine,Betaine,Taurine,1-Methylhistamine,Pyroglutamic Acid,Creatine,4-Hydroxyproline,Homocysteine,Cysteamine,Carnitine,Glycerate,N-AcetylGlycine,Guanidinoacetate,Benzoic acid,Citraconic Acid,Glutaric Acid,Oxaloacetate,Anthranilate,2-Hydroxyglutarate,2-Aminoadipate,Homogentisate,Hydroxyphenylpyruvic acid,Kynurenate,Xanthurenate,Pantothenic acid,L-Kynurenine,3-Hydroxykynurenine,Cytidine,Uridine,1-Methyladenosine,Hypoxanthine,Oxypurinol,Xanthine,Orotate,Allantoin,Urate,Xanthosine,AMP,IMP,ADP,Adenylosuccinate,Choline,Dimethylglycine,Niacinamide,Methylmalonate,Ascorbic Acid,4-Pyridoxic acid,Biotin,Pyridoxal 5'-phosphate,Trimethylamine,Trimethylamine N-oxide,Shikimic Acid,Hippuric Acid,4-Hydroxybutyrate,Acetylcholine,Deoxycarnitine,13-HODE,18-Hydroxyarachidonic acid,Glycochenodeoxycholate,Acetylcarnitine,Azelaic Acid,Myristic Acid,Margaric Acid,Linoleic Acid,Linolenic Acid,Mannose,Sorbitol,Glyceraldehyde,Erythrose,myoinositol,Fructose,D-Glucoronic acid,N-Acetylneuraminic acid,Lactose,Sucrose,Ornithine,Citrulline,Propionate,Oxalic Acid,Acetoacetate,Adipic Acid,Ribose-5-P,Geranyl-PP,Glycine,Alanine,Serine,Proline,Valine,Threonine,Leucine,iso-Leucine,Asparagine,Aspartic Acid,Glutamine,Lysine,Glutamic acid,Methionine,Histidine,Phenylalanine,Arginine,Tyrosine,Tryptophan,Cystine,lactate,3-Hydroxybenzoic acid,Succinate,Glucose,V127,V128,V129,V130,V131,V132,V133
61,0,14.12482656,15.66797961,13.88541516,12.43499945,12.96236565,12.15257784,14.61660241,11.76776742,10.9305187,16.28540048,15.61929053,10.74815298,14.61120319,13.58220721,16.04287135,11.43225772,11.68071685,15.69435262,16.11421871,15.05253846,11.15628433,10.84060403,15.33447069,13.74457582,10.21247863,13.19802783,16.48699114,12.6791184,12.68199274,12.79475878,13.19565885,14.91999726,13.69445185,11.86370447,14.35313025,14.52459356,11.40634485,14.32299479,11.12810986,11.7694177,12.30392531,13.19490466,12.12034844,12.18628298,9.47843699,11.54006866,15.09646095,13.65799734,12.06600391,13.28740581,14.2752057,13.07971116,17.16525561,11.40411674,13.19133244,12.19418925,13.01669914,11.53283758,16.90092163,13.56278855,12.04394654,14.07960646,13.04047845,13.46127674,13.41463033,12.09830275,13.41099109,16.46191358,17.42840752,15.37253391,12.21387606,14.47827203,10.78236537,12.16121862,10.46727207,13.13665258,15.96930313,12.873631,13.21414417,11.49413542,11.30057867,14.14018447,16.356715,12.62045654,12.05484405,12.45209128,14.32573945,12.50954751,11.93655484,11.31155034,11.01503583,12.73023362,15.17160805,16.98152646,10.41933916,11.31293703,11.73067791,11.8713064,11.24014163,11.62623008,4.7603032,5.753386697,4.125551672,4.963060791,5.057840113,4.792172402,4.673571353,4.064194462,3.702110191,2.148945271,5.939323782,5.30082136,4.713290836,3.075015457,4.428947488,4.017819735,4.510121362,4.218307307,3.70022981,2.817705893,6.841190024,2.258413675,2.491087617,8.240600446,,,,,,,
62,0,14.12521211,15.84867882,14.6112208,12.76847375,12.38061989,12.66010962,14.85252551,12.02681517,10.84176694,16.20844366,15.54623155,11.00989253,14.84725751,13.74355252,16.61902309,11.8908214,11.78385048,15.73383722,16.34802637,15.44444275,11.39720393,10.89148295,15.37311594,14.09997616,10.28316068,12.5789989,16.73101189,12.62902526,13.16932961,12.51804383,12.67470351,13.73362172,13.76552097,11.76876783,14.58040249,14.58307335,11.57427836,14.01512866,11.15638592,12.15679357,12.30628872,12.53617651,11.99164328,11.89999088,9.462557171,11.54403893,15.09188669,13.84344274,12.27234228,13.49085748,14.36026901,12.83960031,16.91874783,11.38700155,13.74367632,13.49104728,13.98719189,11.71191633,17.07111687,13.8451381,12.43395999,14.25257224,12.49913127,13.52730081,13.44742216,12.23046979,13.5639439,16.03928212,17.98002781,13.19254011,12.37753035,14.63830396,10.94260733,11.32443436,10.60701312,11.35602041,15.9809785,12.70083445,13.28108207,10.93231976,10.9882984,13.48787941,16.34787921,12.55519757,11.10013007,12.55455961,14.33565989,12.01481184,12.15923126,11.44706026,11.28984013,12.78302104,14.90697184,16.74315187,11.05576115,11.64181564,11.88935146,11.81098482,11.7125202,11.62554144,4.64717062,5.734815426,4.084674639,4.491438209,4.844800954,4.82595475,4.627162036,3.761490907,3.757998033,2.274891904,6.029439176,5.064644183,4.478361768,3.172740452,4.533551791,4.057603689,4.142389771,3.918771781,3.687080728,3.043648451,7.135818912,1.68338504,2.430159008,8.36950741,,,,,,,
63,0,13.91184138,15.77067294,13.61613856,12.20023316,13.89724926,12.20369385,14.96550054,11.98442338,11.26017182,15.75196065,15.598553,10.67140371,14.42695858,13.58599998,15.94203852,11.70444207,11.9238519,15.59786971,16.11559633,15.1544462,11.00607392,11.19989638,15.29048996,14.0380966,10.43124331,11.99255527,16.81179613,12.87187095,14.53019983,12.99243876,13.09316525,13.60383236,13.37991062,11.57794196,14.46993149,14.1192957,10.6950979,14.09480846,11.37369342,11.76877285,12.27822546,13.0440303,12.0694121,11.90161388,10.47856848,11.71973613,14.77642681,13.45502161,12.45795504,13.54907528,14.42485952,13.24243453,16.95615246,10.96415181,13.10883383,11.70186445,13.15635328,11.60764867,17.11404957,13.69673029,11.66385248,14.21140999,12.84742145,13.46201516,13.42823802,12.54193458,13.6703593,15.7957233,17.32210229,15.57184645,12.8422605,14.69615695,10.89682498,11.95521146,10.29111862,11.74502638,16.54734532,13.07180697,12.56655387,11.26228067,11.34590391,14.23707139,16.41906546,12.05806681,11.28802017,12.3965752,14.76854853,12.80999907,12.20927004,11.12150762,10.95546976,12.77963729,15.22138894,17.09735212,10.21624795,11.17138199,11.4453515,12.01256128,11.7485047,12.01796124,5.352119126,5.580956539,4.467400887,4.463891747,4.569580634,4.937169725,4.345951458,3.638652488,3.96967937,1.516062227,6.185997758,5.224900921,3.597113881,3.281993331,4.474526794,4.037906214,4.54626427,3.504973155,3.716985405,3.313694969,6.701857038,3.227728419,2.456010872,8.212264012,,,,,,,
66,0,13.90501873,16.14544751,13.69425517,12.29795271,13.89795574,12.8472346,14.76558093,11.92288894,11.3235378,16.0150808,15.63896979,11.07530572,14.01612903,13.7447309,16.0402168,11.89488173,11.98976312,15.60446063,15.68832535,15.21187111,10.63285858,11.05631571,16.16982693,13.7198859,10.28319175,12.73572362,16.74765943,12.8321551,14.75608493,12.78604468,13.0923949,13.55542482,13.21036099,11.75242295,14.50329503,14.38057442,11.68237778,13.9992725,11.5365822,11.56863657,12.19665197,12.73354331,12.12927753,12.00644353,9.873216696,11.43093789,15.06562496,14.07034824,12.50823655,13.66162064,14.29386003,13.21728674,16.84273074,11.42102461,13.32250578,12.7334649,13.35858918,11.64734098,17.04863841,13.71523233,11.91470927,14.66182174,13.0823168,13.59637034,13.2247785,12.40325354,13.69438311,16.38705382,16.4082907,14.71052682,12.2034538,14.60134186,11.11605292,11.60240247,10.65315864,12.76370388,16.42655111,12.68196307,12.9063678,11.24876254,11.47204869,14.33663942,16.40850064,12.34741059,11.40625245,12.35976229,14.72256806,13.12640574,12.32816525,11.33603437,10.78680947,12.71445725,14.92915533,16.79599676,10.25165536,11.06337001,11.74858048,11.57793795,11.98585577,12.11647347,5.139455544,5.394025658,4.235848331,4.745869663,4.750060778,4.339699825,4.426829461,3.730404681,4.245046663,2.160763268,6.024465573,5.194867321,4.142846339,2.949362676,4.284417864,3.928457361,4.388637178,3.715859118,3.550387314,3.223099863,6.573247767,3.111999193,2.169131245,8.390142143,,,,,,,
67,0,13.58775243,15.69337376,13.75002387,12.28781196,13.60179194,12.2998109,15.02229435,11.77458106,10.90201293,15.97837514,15.58680153,10.94015413,11.82804944,13.76527129,15.89917841,11.59018007,11.70695407,15.51761464,16.57304241,15.03959881,NA,11.24628404,14.67243327,14.25776427,10.2876309,12.51542775,16.8153872,12.59479668,12.9722878,12.40458293,12.73575953,13.40114035,13.61379366,11.49909369,14.48975076,14.3380811,11.32549795,14.25882227,10.95547559,11.62195213,12.18211413,13.13638838,12.24935428,11.89582113,10.78323547,11.12762793,15.06537612,13.58786704,12.15373266,13.44586861,14.42929621,12.79444611,17.17792732,11.26392986,13.07741245,12.50975619,12.70775221,11.39548698,17.0808124,13.15147408,11.79398622,13.87965294,12.58180256,13.67520374,12.90510753,12.58589176,13.66862096,16.69723122,17.44505785,14.21811861,12.3303362,14.95518912,11.35003413,11.31009906,10.43092048,11.97283898,16.39592506,13.16274524,12.92599041,11.12083804,11.11196123,14.14109699,16.39843108,12.57643625,12.05607665,12.38843898,14.02356407,12.5939833,12.68400151,12.57182663,13.59007872,12.67943102,14.987239,17.1380825,9.988086709,11.19410694,11.08035297,12.1557252,11.60388184,12.06985698,4.786617663,5.909838835,4.156594028,5.365845519,4.709363721,5.081805393,4.452560473,3.826187411,3.718862572,1.972228684,6.115564356,5.126418509,4.143302649,3.317359462,4.558267657,4.146181229,4.304420519,4.035719818,3.363633146,3.290478777,6.65249061,2.871030441,2.53067064,8.470634543,,,,,,,
68,0,14.18764642,15.47062604,13.78176502,12.35713789,14.22540893,14.94056066,14.68476481,11.81078482,10.95966328,15.91428496,15.57875599,10.9394936,14.87739704,13.89932835,15.93932349,12.08745689,11.46267471,15.54889247,16.16219059,15.49483358,11.4566209,11.09700887,15.90219334,13.2039156,10.34963964,12.9010784,16.8756812,12.7878108,13.34062807,12.64038034,12.76420668,14.36784817,13.1644625,11.83132873,14.48612736,14.68398312,11.31967078,13.95659006,10.93588148,11.98735806,12.09953946,14.59601707,12.23938415,12.12285465,10.13124113,11.56168471,14.89893404,13.96665961,12.01880611,13.41019361,14.29403373,13.15683171,16.97538502,10.96145016,13.6703307,12.12180759,13.6546032,11.50006884,16.78789647,13.69208104,12.10113899,13.97664951,12.57171333,13.45472775,13.45684134,12.36208359,13.77163586,15.87791674,16.90200304,13.8973402,12.12530707,14.24328579,10.51780808,11.122435,10.62832449,12.83643077,16.07466731,12.89868849,12.82325799,10.94029341,11.13169862,13.87179973,16.28728039,12.10944609,11.6660618,12.50752715,14.37818081,12.97461994,12.33718899,11.29265496,11.70666632,12.73304734,14.85774104,16.90790618,10.31071791,11.36565386,11.97181839,11.78358261,11.49702725,12.00913658,5.383053893,5.491650732,4.328106016,4.543716653,4.653450202,4.760504966,4.488475127,3.771953026,3.532530186,2.126321566,6.010141697,5.174094039,4.869713082,3.133192225,4.419362795,4.030333602,4.324335226,3.712205986,3.342641965,3.099874179,6.938620599,2.047146227,2.173929574,8.38220495,,,,,,,
69,0,14.09437365,15.39128259,13.15605157,12.29969338,12.53891818,12.57219524,14.73190884,11.81870692,11.2561665,16.18142907,15.3504152,10.74818478,12.79514451,13.8728625,15.94158181,11.64713742,11.26073373,15.56259564,16.41944795,15.22139461,NA,10.99953207,14.49929036,13.81435383,10.23103114,12.27121582,16.58778042,12.62661128,12.76211891,12.4696393,13.08866124,13.71524753,13.68883871,11.75580843,14.48960722,14.24416895,11.5743176,14.31022392,10.85190756,11.76818469,12.35742413,13.77879082,12.27578257,12.1011682,9.594467715,11.81776031,14.46924339,13.11454849,11.86712548,13.09695802,14.16792002,13.13411493,17.46158509,11.19707153,13.28988296,10.88742663,13.17660376,11.43519846,16.61882309,13.73918606,11.6930835,13.69074104,12.52589307,13.51867605,13.38069513,12.48769157,13.41867514,15.69621072,15.56901078,14.34891511,12.32920602,14.22676982,10.61623063,11.2348633,10.09929751,12.68901664,15.81574592,13.02204998,12.64085874,11.08732425,10.3414172,13.08470455,16.32092258,12.20469127,11.16557157,12.66546311,14.25740278,12.40810545,11.66978091,11.17657364,10.42876136,12.72794803,14.69126092,16.74155341,10.35873556,11.17944996,11.59895799,11.91736083,11.33785191,12.19116999,4.612843685,5.715204252,4.102996297,4.767963397,4.879944337,4.146861698,4.558007644,3.890306596,3.417817989,1.855952491,5.97175428,5.010704886,4.295174581,2.799802414,4.325518957,4.04642325,4.316004933,3.589466169,3.665739265,2.796426613,6.780873781,1.879761472,2.061994559,8.421292649,,,,,,,
70,0,13.88773689,15.65114164,13.67742711,12.10619026,12.44379541,12.49506532,15.04615654,11.75824486,11.16259875,15.73170654,15.55322809,11.10703703,13.0443879,13.52228562,15.77772735,11.76150662,11.63148642,15.60823398,16.49127142,14.8480807,9.642915072,11.36404241,15.04217374,13.55582353,10.57132169,12.72541951,16.62589171,12.73717077,13.49179214,12.84333087,12.91862726,13.48054017,13.41756053,11.34375274,14.52487861,14.28540403,10.60628738,13.83614038,10.84402796,11.59509118,12.22464789,13.53875206,12.01692625,11.97346532,9.462480031,11.43537205,14.94407941,13.94855352,12.18846697,13.41011116,14.49336252,13.060483,16.81841085,11.42483379,13.05354238,12.21197494,12.78682133,11.18458644,16.79143004,13.366911,11.74848312,13.78005913,12.84631405,13.64463879,13.23464475,12.45460044,13.56096018,14.90813668,15.74218067,13.75058172,12.48396301,14.4434933,10.63597674,12.06621063,10.49049375,12.27518746,15.85537474,12.64367743,12.77833501,11.0302886,11.43305882,14.26943577,16.42673205,12.22367688,11.36986248,12.45774158,14.03006611,12.63882394,12.07322579,10.85635118,11.5341717,12.78066523,15.21110694,17.07745772,9.869633124,11.08124764,11.63787473,11.7507054,11.50544213,12.12288855,5.230697648,5.689643493,4.142192398,4.803953543,4.440727405,4.216296605,4.220802568,3.44964544,3.660439888,1.327164326,6.15839688,5.020782907,3.676013067,3.016688328,4.312835036,3.870938869,4.421158277,3.628346687,3.223843268,2.857470859,6.622153875,1.847845824,2.536258817,8.222391052,,,,,,,
71,0,14.229909,15.69292571,14.2354753,12.74927243,12.97887577,11.5588238,14.83936806,11.59061109,11.22847203,16.14429985,15.41514054,10.62923541,11.48780726,13.74325014,15.92825243,11.61015028,11.6856281,15.2783409,16.31916809,15.27434722,NA,10.95415484,15.37719025,13.14760324,10.3720882,12.22658532,16.75075441,12.78067908,13.18941336,12.64082281,13.17392715,13.93106796,13.43671065,11.20824062,14.42011991,14.40832638,11.06468832,14.36365482,11.06432509,11.91275709,12.16049043,12.7960383,11.73222901,12.03836448,9.154326914,11.66335123,15.07778866,13.9269223,12.37272799,13.57851922,14.38393233,13.05356125,17.24157519,11.38507071,13.86882771,12.73283087,13.79917698,11.89241619,16.87936333,13.48971754,12.35616352,13.79688507,12.8285219,13.57498526,13.33689414,12.4584103,13.53437627,15.56416759,17.29764649,13.88674299,12.58992793,14.4358103,10.77902087,12.04934059,10.43766742,11.72527034,16.42232308,12.6821215,13.43836718,11.17211064,11.55655874,14.306914,16.39465763,11.98197362,11.62068644,12.52684506,14.12046377,12.11676509,12.10710723,11.61885858,11.6066978,12.75170211,14.77279107,16.8077331,10.27742787,11.45405181,11.52960728,11.51804029,11.39187623,11.86054617,4.625607027,5.920587776,4.249911786,4.807318569,4.74391058,4.745260366,4.49883692,3.917485952,3.700007671,2.580102059,6.064542374,4.995605453,4.510054369,3.05202935,4.354817257,4.021493456,4.47281896,3.47488836,3.376075548,3.03312519,7.116761488,2.32155247,2.765492445,8.528618926,,,,,,,
72,0,13.47089282,15.77660562,12.80361225,11.87430594,13.8564362,11.85131633,14.72335556,11.8977363,11.27531667,15.80981943,15.24498448,10.8945483,10.9963825,13.69954916,15.33080669,11.89882351,11.5076291,15.50296824,16.3227582,14.8355059,NA,11.10625599,16.14788591,13.13140443,10.62742386,12.39801525,16.26836715,12.9470231,13.78059893,12.80342897,13.27344896,15.84426716,13.53109016,11.87955408,14.54286221,14.22603168,10.75762264,13.86664284,11.11232658,11.39988566,12.23708586,13.12929214,12.01323146,12.11167385,9.478304199,11.80105546,14.7910612,13.30365038,12.02619915,13.25165956,14.37935309,13.2230071,16.88582501,10.81188199,12.97500805,11.03454374,12.90276588,11.24443357,16.77154958,13.01071063,11.53959285,13.91663562,12.6730413,13.52731553,13.46518568,12.39512849,13.10743123,16.10955332,16.5255531,17.42351375,12.26685574,14.41376107,10.82995765,12.411852,10.40912952,11.34152223,16.1315639,13.19586811,12.17727189,10.75332251,11.18127557,14.10845543,16.42562014,12.11427608,11.34641037,12.44251425,14.34297643,14.05278987,12.13740128,10.89569829,15.03435844,12.62990034,14.71724503,16.82708376,9.378983508,10.69703452,10.91503287,11.69132114,11.8816247,12.22571301,5.437879216,5.355723487,4.343864384,4.28782986,4.39677836,4.835890041,4.250756799,3.414218942,3.798503238,1.526819391,6.059289542,4.810271446,3.935460949,3.01480989,4.427935081,3.785502522,4.406671171,3.383026331,3.345017008,2.906815094,6.176695451,3.178994923,2.031551491,8.339872357,,,,,,,
73,0,13.79141567,15.6604437,12.41603519,11.80793373,14.8475633,12.69513875,14.80390486,11.96070544,11.26361267,16.19713448,15.5150717,10.85172333,13.86857608,13.57666396,16.83075956,12.29365969,11.70524614,15.74146837,16.45262218,14.68614612,10.57916354,11.03309393,15.33922186,13.33062189,10.40448071,12.05275152,16.73504613,12.82034727,14.63366842,12.44275125,13.58238172,14.48833053,14.12682546,12.56289218,14.48503902,14.24856833,11.65546416,14.32768105,11.35660089,11.40947792,12.34660793,12.65573106,12.03559233,11.89445376,9.76214355,11.38551133,14.72495415,13.9447797,12.63147208,13.78359199,14.48880091,13.26555017,17.30523775,11.33188017,11.68718883,10.69446892,11.7358653,10.70351334,16.98113325,14.03063426,11.03393423,14.44478176,12.66560082,13.53949411,13.20643951,12.23052283,13.64298956,18.01038799,15.80758765,14.393516,12.35367578,14.68940193,10.71464564,11.38566457,10.24781781,12.6589623,16.77950845,13.01995085,12.73126863,11.21921337,10.89533731,13.93646899,16.41742951,12.50707098,11.57531735,12.3061438,14.61034041,12.72660551,12.1876024,10.72535186,10.93672734,12.75710411,14.88672187,16.90432657,11.0905328,11.22666597,12.21401265,11.98653992,11.57788831,11.95199174,4.877325469,5.325820698,4.199315112,4.843110124,4.889096735,4.575420868,4.573152187,3.962735978,3.511997487,1.528440905,6.021093264,5.069850636,3.797615844,3.190137017,4.397895597,4.015200056,4.228379339,3.893780901,3.60792956,3.201854698,6.518707016,3.772190967,2.185030921,8.260333046,,,,,,,
75,0,13.81127569,15.87794192,13.65506601,12.00565672,13.35926172,12.6860076,14.83798016,12.44236807,11.09515541,15.95713572,15.32419467,10.89814592,11.96597901,13.52740332,16.2552763,11.44679854,11.93710113,15.78301324,16.28923956,14.95071852,NA,10.9823199,14.67507717,13.18669973,10.36589027,12.72196551,16.92988703,12.76281,12.88141169,12.76981447,12.99909095,14.50093876,13.82748066,12.40383456,14.5007211,14.35186368,11.30426859,14.1315985,11.47830013,11.97503941,12.18988504,13.26737737,12.27675325,12.12617526,9.762053572,11.89327349,14.86391204,13.69058503,12.53085353,13.74193525,14.45396876,13.29334548,17.19073928,11.17613917,13.24556991,11.00292131,13.01519068,11.04749848,17.11038292,13.53523012,12.08298987,14.22477506,12.74562336,13.52747315,13.72441897,12.43520325,13.75876421,15.70201416,16.14348353,15.97124269,12.43626862,15.13407201,11.36790489,11.61854769,10.46118802,11.79082987,16.24637004,12.97945473,12.7982808,11.40020549,11.43227471,14.13959231,16.42034717,12.42136236,11.98482956,12.37280152,14.61471682,13.09599381,12.33233834,11.04809038,11.30688802,12.70770722,14.65310404,16.81105281,10.46252399,11.34490269,11.43083984,11.94774791,11.93593604,12.30097518,4.820999645,5.801253582,4.133701024,4.898696432,4.754352019,4.507346687,4.646772106,3.89371332,3.918205007,1.713745309,6.029433163,4.954164851,3.934342244,3.287242907,4.588332413,4.091953983,4.249223852,3.846444457,3.804142313,3.043343608,6.796377726,2.656715921,2.359157781,8.223552495,,,,,,,
78,0,13.40833807,15.82561818,13.03249952,12.10469802,13.39370489,12.25590278,14.91243893,12.35238068,11.2934711,15.92897154,15.43153252,10.9790484,15.96097314,13.58549112,15.5363345,12.19561519,11.65756492,15.77877719,16.4165098,15.06327289,12.48766549,11.26999634,14.61721018,13.50103911,10.10702325,12.55779293,16.77931745,12.9663819,14.03110216,12.66253848,13.11258745,13.72969659,13.54451405,11.92269787,14.39123864,14.1378322,10.45730268,13.98701197,11.22638166,11.54437447,12.02734992,12.83400991,11.85719543,12.11617124,10.123406,10.97547967,14.88954993,12.87982651,12.01137138,13.21654364,14.52097011,13.28143591,16.99704341,11.11235737,12.92136713,10.57669449,13.00553053,10.78097111,17.03034977,13.24948012,11.96525754,14.17490084,12.94212681,13.57909857,12.99102076,12.4255207,13.69119814,16.29062928,17.3622847,13.61786823,12.37070635,14.81315789,10.9818995,11.41061571,10.47700944,11.26558362,16.49121449,12.93369675,12.49413195,11.33846915,11.06014579,13.98140862,16.51189194,12.0490113,12.15085748,12.40964578,14.48879992,13.37522694,12.44800389,11.32679615,10.97796279,12.8217722,14.93215066,16.96872696,9.638484939,10.93431608,11.15861222,12.03829385,11.7519672,12.01142567,5.332035025,5.401391829,4.411330136,4.570286643,4.759396265,4.869950213,4.289974581,3.609937077,3.735718317,1.883037216,6.109881706,5.016578947,3.397629103,3.149312913,4.452904736,3.993252132,4.394224548,3.620936448,3.243047547,2.900004842,6.472523442,2.625084447,2.334525377,8.273687644,,,,,,,
79,0,13.62623792,15.68329476,13.74554936,12.41953872,12.65979779,12.04658438,14.92939922,12.61866605,11.1818922,16.19054419,15.69057403,10.92621061,12.41794939,13.76642077,16.03597148,11.43435264,11.51158017,15.66162581,16.33155433,15.37605241,9.639371886,11.26215716,15.83238682,13.80196018,10.16358194,12.69718266,16.63085879,12.6597593,13.25315757,12.74031442,12.56934216,13.59839599,13.73983226,11.88023733,14.53240559,14.56218098,11.83347011,14.32591125,11.204736,11.79797229,12.1334235,12.6414599,11.96957893,12.01260439,9.36309501,11.81921844,14.607974,13.5651966,12.29103137,13.4434125,14.2968089,13.02048968,17.18658933,11.49323211,13.70926229,12.13019226,13.82817933,11.62670687,16.7876152,13.72456737,12.43632691,13.84017998,12.8243887,13.61828264,13.49718986,12.30571852,13.48342559,18.15833235,15.83749996,13.59039125,12.77256526,14.81458645,11.16873249,11.1625583,10.09509693,11.02813744,15.78667916,12.7844707,13.00777629,11.22131805,11.32280247,13.84423177,16.3481387,12.31946212,11.51517034,12.55114411,14.26132353,12.60281922,12.32676025,11.38842468,10.61269257,12.78963599,14.67493679,16.65243741,10.06057009,11.04382379,11.62759417,11.34479516,11.46458289,11.92958097,4.764917193,5.605919966,4.229789191,4.559924268,4.884937444,4.777797811,4.65362125,3.951154839,3.672497471,2.06891936,6.135113622,5.258958643,4.736555343,3.214898402,4.474951934,3.950093221,4.426210423,3.672063175,3.510290029,3.137008038,6.686655599,2.050418638,2.167667617,8.489779286,,,,,,,
80,0,13.73238835,15.61432659,13.55048549,12.21479004,12.2951628,11.84988492,14.63824619,12.49392049,11.12854436,16.14660208,15.5026758,10.79106275,15.56674907,13.6137576,16.12763029,11.37036373,11.67573133,15.61553766,16.47470305,14.89555137,11.94750806,10.96126938,15.87144474,13.52568201,10.39152956,13.24158814,16.49619071,12.76397921,13.45366073,12.01262516,13.08178659,14.6085879,13.46167824,12.16697897,14.51364836,14.27819406,11.187114,14.0747971,10.75217885,11.80446806,12.20197426,13.83849574,11.67575596,12.01469023,8.19145293,12.15788113,14.78306243,13.71451921,12.15919353,13.43419585,14.29608946,12.78736216,17.02753224,11.46154689,13.29204501,12.21676232,12.69794435,11.23396687,16.86921187,13.94100379,11.8631863,13.96233138,12.84481648,13.44453589,13.80011172,12.3786607,13.26897297,16.64160721,15.83470634,13.84403695,12.72043811,14.28706069,10.59564362,11.26647715,10.54660556,10.67289709,15.80096221,12.91707102,13.24489509,10.68000693,11.17848464,13.92847,16.32905776,12.34458466,11.36881106,12.40296589,14.13772353,11.2501068,12.49933448,12.08972098,10.87904278,12.69196413,14.45726366,16.4877202,10.36616575,10.9445072,11.8100923,12.3502556,11.18887794,11.82423864,4.794259088,5.680112696,4.188517699,4.306971874,4.907579046,4.586909795,4.501071488,3.851449302,3.522875423,2.090341263,5.963952975,5.03063099,3.919152556,3.15470904,4.355447008,3.92820869,4.096121958,3.751882293,3.610716711,2.799030024,6.593749634,1.587523798,2.198980399,8.301009626,,,,,,,
82,0,13.43423913,15.59939435,12.93787485,11.94968959,14.68565991,12.53520277,14.9949273,12.62584544,11.33029337,15.97525542,15.4119982,11.09499528,13.9724616,13.66790032,17.10431486,11.90625877,11.4456426,15.97389632,16.29827153,14.79312911,10.40806284,11.38778055,14.96008869,13.61912657,10.47965051,12.44477094,16.63774494,12.7018238,14.08099787,12.82775079,13.13562516,15.8686232,14.33177495,12.04113865,14.51900994,14.49565329,11.36618977,14.35760302,11.37435501,11.71339734,12.40929067,13.98008087,11.87754445,12.01382545,9.511266408,11.77310345,14.89673744,13.58561672,12.34513316,13.53143519,14.3791654,13.08231761,17.19510143,11.4061369,13.1005548,10.59018868,12.53459212,11.44460277,16.72973325,14.15337122,11.53968386,13.86576956,12.87398447,13.59333561,13.44893951,12.32770136,13.50632065,17.31307993,15.57026038,14.21417218,12.70880075,14.89588273,11.00560137,11.18243282,10.58634364,11.37032017,16.63195625,13.09330712,12.72678909,11.17045791,10.97292121,13.23788489,16.43508304,12.31880049,11.51910506,12.40245099,14.49514372,13.17493929,12.57291699,11.05381381,11.30342403,12.72612007,14.84569933,16.9954441,10.56930663,11.27573892,11.79919907,12.08959681,11.52283484,12.18266903,4.760217067,5.398390834,3.999805377,4.725885558,4.688694742,4.433803805,4.635751663,4.187925358,3.707007051,1.707157784,6.186159075,4.941199874,4.16526986,3.064977566,4.2811059,3.846768461,4.413112563,3.621619212,3.88984562,2.566959723,6.572328002,3.662518781,2.141212925,8.289687552,,,,,,,
83,0,14.09502641,15.48002687,13.73710625,12.276233,13.37306925,12.24192888,14.76537348,12.46519694,11.27884053,16.05199614,15.38923666,10.78104677,15.01959963,14.02211834,15.67241271,12.52193656,11.32458125,15.56177806,16.30060637,14.85836512,11.61044647,10.98923972,15.58517453,14.28135936,10.33000699,13.07550236,16.52622315,12.64387918,13.45840977,12.49686888,12.78925506,15.71836396,13.39723669,12.03139299,14.43666457,14.27159543,11.45896592,13.78762357,10.99789429,12.05369899,12.07893225,13.61577983,11.78252245,12.15004449,9.265459717,11.20558813,14.79558117,14.58331622,12.18696103,13.39119574,14.28722106,13.18679116,16.72989946,11.26161604,13.12803781,10.92869625,12.74972241,11.3055302,16.75979056,13.61539891,11.92495594,14.00802225,12.72705645,13.57873934,13.18487728,12.3134773,13.31485893,15.0680397,16.60199204,15.145118,12.59964089,14.38424455,10.47060442,12.40196884,10.54349777,10.8912586,15.75896586,13.14302335,12.80734413,10.94892879,11.46207291,14.46328254,16.33283094,12.07459238,11.26646456,12.73286373,14.40971577,11.97403727,12.58957846,10.98448818,10.6165419,12.78542141,14.62230926,16.86263637,10.26030532,11.21026377,11.65322956,11.70001377,11.2243714,12.14546225,4.778013978,5.653344254,4.080557794,4.414847729,4.865219671,4.732661001,4.582561945,3.950817717,3.573344256,1.54976448,5.957205237,5.015028231,4.282917097,3.067584943,4.33842117,4.06315765,4.435246524,3.620286854,3.450653616,3.158188053,6.86123287,2.678658765,2.204937546,8.636030152,,,,,,,
